Sales_no,Sales_date,Product_id,Category_name,CategoryDesign_name,Type_name,Ruling_name,Qty_Sold,Total_Sales_Value,Zone_name
14213,11/1/2017,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,8,7528,Central
14214,11/1/2017,152,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,21,11541,North
14215,11/1/2017,141,A4 Notebooks,297x210 Design,Soft,Unruled,14,8488,Central
14216,11/1/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,23,5435,West
14217,11/2/2017,64,A5 Notebooks,240x180 Design,Soft,Unruled,15,9448,West
14218,11/3/2017,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,4,6395,West
14219,11/3/2017,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,19,7354,South
14220,11/3/2017,77,A5 Notebooks,240x180 Design,Soft,Double line,11,4301,West
14221,11/3/2017,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),9,8314,East
14222,11/4/2017,188,Drawing Book,210x297 Design,Drawing Book,A4,11,5261,North
14223,11/5/2017,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,2,2208,South
14224,11/5/2017,149,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),1,6221,East
14225,11/5/2017,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,18,3168,West
14226,11/5/2017,120,A5 Notebooks,240x180 Design,Soft (Brown),Five line,30,10115,North
14227,11/5/2017,195,Drawing Book,275x347 Design,Drawing Book,BIG,16,4128,Central
14228,11/5/2017,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,20,5087,West
14229,11/5/2017,117,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,30,2034,East
14230,11/5/2017,120,A5 Notebooks,240x180 Design,Soft (Brown),Five line,6,8981,South
14231,11/5/2017,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),24,2994,Central
14232,11/5/2017,74,A5 Notebooks,240x180 Design,Soft,Single Line,3,9941,West
14233,11/6/2017,151,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,14,6888,West
14234,11/6/2017,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),13,10901,West
14235,11/6/2017,181,Practical Books,215x265 Design,Hard,Physics,20,7848,East
14236,11/6/2017,70,A5 Notebooks,240x180 Design,Soft,Single Line,20,8808,North
14237,11/6/2017,167,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,5,5755,East
14238,11/6/2017,22,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),2,9767,West
14239,11/6/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,13,6714,North
14240,11/6/2017,74,A5 Notebooks,240x180 Design,Soft,Single Line,30,3661,West
14241,11/6/2017,78,A5 Notebooks,240x180 Design,Soft,Double line,24,7674,North
14242,11/6/2017,136,A4 Notebooks,297x210 Design,Soft,Unruled,24,4621,North
14243,11/6/2017,137,A4 Notebooks,297x210 Design,Soft,Unruled,15,8634,South
14244,11/6/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,9,2528,Central
14245,11/6/2017,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,8,6541,North
14246,11/6/2017,149,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),22,3488,South
14247,11/7/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,28,10435,North
14248,11/7/2017,182,Practical Books,215x265 Design,Hard,Physics,10,4448,South
14249,11/7/2017,66,A5 Notebooks,240x180 Design,Soft,Unruled,16,11394,West
14250,11/8/2017,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,17,5407,Central
14251,11/8/2017,138,A4 Notebooks,297x210 Design,Soft,Unruled,14,2354,West
14252,11/8/2017,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,1,3314,Central
14253,11/8/2017,92,A5 Notebooks,240x180 Design,Soft,Medium Square,4,10261,South
14254,11/8/2017,70,A5 Notebooks,240x180 Design,Soft,Single Line,30,7208,West
14255,11/8/2017,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,6,11221,Central
14256,11/8/2017,62,A5 Notebooks,240x180 Design,Soft,Unruled,22,8168,East
14257,11/8/2017,118,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,25,2181,North
14258,11/8/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,4,9128,South
14259,11/8/2017,32,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,14,10087,West
14260,11/8/2017,130,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),25,7034,South
14261,11/8/2017,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,10,3981,South
14262,11/8/2017,5,Small Notebooks,190x155 Design,Hard,Double line,13,7994,East
14263,11/8/2017,151,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,20,4941,Central
14264,11/9/2017,201,Other Books,176x250 Design,B5 WIRO,Single Line,30,8954,Central
14265,11/9/2017,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,8,5901,East
14266,11/10/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,19,6861,West
14267,11/10/2017,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,2,3808,East
14268,11/10/2017,188,Drawing Book,210x297 Design,Drawing Book,A4,28,10755,South
14269,11/10/2017,60,A5 Notebooks,240x180 Design,Soft,Unruled,16,4767,Central
14270,11/11/2017,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,2,11714,South
14271,11/11/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,22,5727,North
14272,11/11/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,24,2674,West
14273,11/11/2017,60,A5 Notebooks,240x180 Design,Soft,Unruled,25,9621,South
14274,11/11/2017,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,26,10581,South
14275,11/11/2017,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,19,7528,Central
14276,11/11/2017,202,Other Books,216x140 Design,A5 WIRO,Single Line,4,11541,West
14277,11/11/2017,201,Other Books,176x250 Design,B5 WIRO,Single Line,15,8488,West
14278,11/11/2017,151,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,19,2500,East
14279,11/12/2017,73,A5 Notebooks,240x180 Design,Soft,Single Line,2,9447,North
14280,11/12/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,22,6394,North
14281,11/12/2017,4,Small Notebooks,190x155 Design,Hard,Double line,25,7354,Central
14282,11/12/2017,210,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),18,8314,West
14283,11/12/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,26,5261,East
14284,11/13/2017,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),13,9274,West
14285,11/13/2017,13,Small Notebooks,190x155 Design,Soft,Single Line,10,6221,South
14286,11/13/2017,202,Other Books,216x140 Design,A5 WIRO,Single Line,29,3168,South
14287,11/13/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,25,7180,North
14288,11/13/2017,64,A5 Notebooks,240x180 Design,Soft,Unruled,8,4127,Central
14289,11/14/2017,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,17,11074,South
14290,11/15/2017,15,Small Notebooks,190x155 Design,Soft,Double line,5,2034,North
14291,11/15/2017,89,A5 Notebooks,240x180 Design,Soft,Medium Square,6,6047,West
14292,11/15/2017,134,A4 Notebooks,297x210 Design,Hard,Single Line,2,2994,North
14293,11/15/2017,78,A5 Notebooks,240x180 Design,Soft,Double line,30,9941,North
14294,11/15/2017,79,A5 Notebooks,240x180 Design,Soft,Double line,8,3954,South
14295,11/15/2017,11,Small Notebooks,190x155 Design,Soft,Unruled,30,10901,Central
14296,11/15/2017,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,13,7848,North
14297,11/15/2017,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,20,11860,West
14298,11/15/2017,137,A4 Notebooks,297x210 Design,Soft,Unruled,28,2820,Central
14299,11/15/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,27,9767,West
14300,11/15/2017,13,Small Notebooks,190x155 Design,Soft,Single Line,30,6714,East
14301,11/15/2017,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),28,10727,East
14302,11/15/2017,200,Other Books,176x250 Design,B5 WIRO,Single Line,29,7674,Central
14303,11/15/2017,80,A5 Notebooks,240x180 Design,Soft,Three line,7,4621,Central
14304,11/15/2017,210,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),8,8634,Central
14305,11/16/2017,186,Practical Books,215x265 Design,Hard,Computer,18,5581,East
14306,11/16/2017,72,A5 Notebooks,240x180 Design,Soft,Single Line,15,6540,South
14307,11/16/2017,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),22,3487,East
14308,11/16/2017,84,A5 Notebooks,240x180 Design,Soft,Four lines,13,7500,West
14309,11/16/2017,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),24,4447,South
14310,11/16/2017,135,A4 Notebooks,297x210 Design,Hard,Single Line,14,11394,Central
14311,11/16/2017,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,22,5407,East
14312,11/16/2017,157,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,9,2354,Central
14313,11/16/2017,138,A4 Notebooks,297x210 Design,Soft,Unruled,7,6367,North
14314,11/16/2017,93,A5 Notebooks,240x180 Design,Soft,Medium Square,6,10261,East
14315,11/16/2017,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,23,4273,East
14316,11/16/2017,93,A5 Notebooks,240x180 Design,Soft,Medium Square,25,11220,East
14317,11/16/2017,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,11,8167,West
14318,11/17/2017,78,A5 Notebooks,240x180 Design,Soft,Double line,24,2180,East
14319,11/17/2017,57,Long (Brown),272x167 Brown,Long (Brown),Single Line,18,9127,East
14320,11/17/2017,10,Small Notebooks,190x155 Design,Soft,Unruled,9,3140,East
14321,11/17/2017,135,A4 Notebooks,297x210 Design,Hard,Single Line,15,10087,East
14322,11/18/2017,7,Small Notebooks,190x155 Design,Hard,Four lines,10,11047,North
14323,11/19/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,9,7994,North
14324,11/19/2017,89,A5 Notebooks,240x180 Design,Soft,Medium Square,7,4941,North
14325,11/19/2017,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,17,8953,East
14326,11/19/2017,65,A5 Notebooks,240x180 Design,Soft,Unruled,20,5900,North
14327,11/19/2017,89,A5 Notebooks,240x180 Design,Soft,Medium Square,25,9913,West
14328,11/19/2017,11,Small Notebooks,190x155 Design,Soft,Unruled,10,6860,South
14329,11/19/2017,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),29,7820,North
14330,11/20/2017,11,Small Notebooks,190x155 Design,Soft,Unruled,6,4767,Central
14331,11/20/2017,202,Other Books,216x140 Design,A5 WIRO,Single Line,30,11714,East
14332,11/21/2017,53,Long (Soft),272x167 Design,Long (Soft),Single Line,26,5727,South
14333,11/21/2017,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,18,2674,South
14334,11/21/2017,137,A4 Notebooks,297x210 Design,Soft,Unruled,17,6687,North
14335,11/21/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,26,3634,East
14336,11/21/2017,84,A5 Notebooks,240x180 Design,Soft,Four lines,16,10580,North
14337,11/21/2017,53,Long (Soft),272x167 Design,Long (Soft),Single Line,4,11540,East
14338,11/21/2017,177,Practical Books,215x265 Design,Hard,Chemistry,25,8487,South
14339,11/22/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),11,2500,North
14340,11/22/2017,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),11,9447,East
14341,11/22/2017,177,Practical Books,215x265 Design,Hard,Chemistry,18,3460,South
14342,11/22/2017,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),7,10407,South
14343,11/22/2017,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,16,7354,West
14344,11/22/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,23,8314,West
14345,11/22/2017,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,22,5261,South
14346,11/22/2017,160,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,22,9273,Central
14347,11/22/2017,202,Other Books,216x140 Design,A5 WIRO,Single Line,4,6220,West
14348,11/22/2017,4,Small Notebooks,190x155 Design,Hard,Double line,4,10233,North
14349,11/22/2017,145,A4 Notebooks,297x210 Design,Soft,Single Line,29,7180,East
14350,11/22/2017,64,A5 Notebooks,240x180 Design,Soft,Unruled,1,4127,North
14351,11/22/2017,50,Long (Soft),272x167 Design,Long (Soft),Single Line,24,5087,South
14352,11/22/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,10,2034,South
14353,11/23/2017,70,A5 Notebooks,240x180 Design,Soft,Single Line,25,2994,North
14354,11/23/2017,195,Drawing Book,275x347 Design,Drawing Book,BIG,17,7006,South
14355,11/23/2017,65,A5 Notebooks,240x180 Design,Soft,Unruled,20,3953,East
14356,11/23/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,22,10900,Central
14357,11/23/2017,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,13,11860,East
14358,11/23/2017,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,4,8807,East
14359,11/24/2017,74,A5 Notebooks,240x180 Design,Soft,Single Line,5,2820,East
14360,11/24/2017,61,A5 Notebooks,240x180 Design,Soft,Unruled,5,9767,East
14361,11/24/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),5,3780,West
14362,11/24/2017,189,Drawing Book,210x297 Design,Drawing Book,A4,3,10727,East
14363,11/24/2017,181,Practical Books,215x265 Design,Hard,Physics,4,7674,South
14364,11/24/2017,48,Long (Soft),272x167 Design,Long (Soft),Unruled,10,11686,South
14365,11/24/2017,53,Long (Soft),272x167 Design,Long (Soft),Single Line,9,8633,West
14366,11/24/2017,140,A4 Notebooks,297x210 Design,Soft,Unruled,18,9593,Central
14367,11/24/2017,164,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,7,6540,West
14368,11/24/2017,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,10,10553,East
14369,11/24/2017,177,Practical Books,215x265 Design,Hard,Chemistry,27,7500,East
14370,11/24/2017,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,25,4447,West
14371,11/24/2017,135,A4 Notebooks,297x210 Design,Hard,Single Line,25,8460,Central
14372,11/25/2017,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,20,5407,Central
14373,11/25/2017,201,Other Books,176x250 Design,B5 WIRO,Single Line,26,2354,South
14374,11/26/2017,101,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,11,3313,North
14375,11/26/2017,95,A5 Notebooks,240x180 Design,Soft,Maths Ruled,22,7326,North
14376,11/26/2017,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),14,4273,North
14377,11/26/2017,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,9,11220,Central
14378,11/26/2017,177,Practical Books,215x265 Design,Hard,Chemistry,30,5233,Central
14379,11/26/2017,16,Small Notebooks,190x155 Design,Soft,Four lines,1,2180,East
14380,11/26/2017,32,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,27,9127,West
14381,11/27/2017,23,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),10,10087,West
14382,11/27/2017,145,A4 Notebooks,297x210 Design,Soft,Single Line,16,4099,West
14383,11/27/2017,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),16,11046,West
14384,11/27/2017,145,A4 Notebooks,297x210 Design,Soft,Single Line,22,7993,South
14385,11/27/2017,151,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,5,2006,Central
14386,11/27/2017,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),19,8953,West
14387,11/27/2017,23,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),21,5900,Central
14388,11/27/2017,146,A4 Notebooks,297x210 Design,Soft,Single Line,22,9913,West
14389,11/27/2017,101,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,14,10873,North
14390,11/27/2017,14,Small Notebooks,190x155 Design,Soft,Double line,2,7820,West
14391,11/28/2017,52,Long (Soft),272x167 Design,Long (Soft),Single Line,21,4767,East
14392,11/28/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,16,8779,West
14393,11/28/2017,195,Drawing Book,275x347 Design,Drawing Book,BIG,8,5726,Central
14394,11/29/2017,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,21,2673,North
14395,11/29/2017,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),9,6686,North
14396,11/30/2017,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,2,3633,South
14397,11/30/2017,23,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),11,4593,South
14398,11/30/2017,7,Small Notebooks,190x155 Design,Hard,Four lines,22,11540,South
14399,11/30/2017,73,A5 Notebooks,240x180 Design,Soft,Single Line,20,5553,North
14400,11/30/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,11,2500,North
14401,11/30/2017,143,A4 Notebooks,297x210 Design,Soft,Single Line,3,9447,Central
14402,11/30/2017,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,21,3459,South
14403,11/30/2017,23,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),13,10406,West
14404,11/30/2017,5,Small Notebooks,190x155 Design,Hard,Double line,3,11366,North
14405,11/30/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,25,8313,South
14406,11/30/2017,94,A5 Notebooks,240x180 Design,Soft,Maths Ruled,11,2326,Central
14407,11/30/2017,125,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,18,9273,South
14408,11/30/2017,81,A5 Notebooks,240x180 Design,Soft,Four lines,1,6220,North
14409,11/30/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,1,10233,North
14410,11/30/2017,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,2,11193,South
14411,12/1/2017,83,A5 Notebooks,240x180 Design,Soft,Four lines,3,8140,Central
14412,12/1/2017,134,A4 Notebooks,297x210 Design,Hard,Single Line,26,5086,Central
14413,12/1/2017,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,28,9099,Central
14414,12/1/2017,209,Project Paper,280x220 Design,Project Paper,Single Line,26,6046,North
14415,12/1/2017,4,Small Notebooks,190x155 Design,Hard,Double line,16,2993,East
14416,12/1/2017,80,A5 Notebooks,240x180 Design,Soft,Three line,14,7006,East
14417,12/1/2017,19,Small Notebooks,190x155 Design,Soft,Medium Square,16,7966,South
14418,12/1/2017,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,5,4913,East
14419,12/1/2017,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,20,11860,Central
14420,12/2/2017,3,Small Notebooks,190x155 Design,Hard,Single Line,20,2820,West
14421,12/2/2017,195,Drawing Book,275x347 Design,Drawing Book,BIG,13,9767,West
14422,12/2/2017,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,1,3779,South
14423,12/2/2017,160,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,24,10726,East
14424,12/2/2017,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,26,11686,North
14425,12/2/2017,17,Small Notebooks,190x155 Design,Soft,Four lines,29,9593,South
14426,12/3/2017,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,10,6540,Central
14427,12/3/2017,110,A5 Notebooks,240x180 Design,Soft (Brown),Double line,6,10553,South
14428,12/3/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,21,7500,South
14429,12/3/2017,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,18,11512,North
14430,12/3/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,9,5406,West
14431,12/4/2017,80,A5 Notebooks,240x180 Design,Soft,Three line,14,9419,East
14432,12/4/2017,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),11,6366,South
14433,12/4/2017,201,Other Books,176x250 Design,B5 WIRO,Single Line,21,3313,North
14434,12/4/2017,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),4,7326,East
14435,12/4/2017,117,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,23,4273,South
14436,12/4/2017,136,A4 Notebooks,297x210 Design,Soft,Unruled,1,8286,East
