Order_no,Order_Date,Product_id,Category_name,CategoryDesign_name,Type_name,Ruling_name,Qty_Ordered,Total_order_Value,Zone_name
9625,11/19/2019,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),53,18495,South
9626,11/19/2019,92,A5 Notebooks,240x180 Design,Soft,Medium Square,10,28125,West
9627,11/20/2019,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,26,20798,West
9628,11/20/2019,137,A4 Notebooks,297x210 Design,Soft,Unruled,50,30429,North
9629,11/20/2019,64,A5 Notebooks,240x180 Design,Soft,Unruled,37,23102,East
9630,11/20/2019,65,A5 Notebooks,240x180 Design,Soft,Unruled,3,15774,West
9631,11/20/2019,3,Small Notebooks,190x155 Design,Hard,Single Line,43,25405,North
9632,11/20/2019,133,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),18,10750,East
9633,11/20/2019,194,Drawing Book,275x347 Design,Drawing Book,BIG,9,20381,East
9634,11/20/2019,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,7,13054,North
9635,11/20/2019,67,A5 Notebooks,240x180 Design,Soft,Single Line,1,22685,East
9636,11/20/2019,143,A4 Notebooks,297x210 Design,Soft,Single Line,22,15357,East
9637,11/20/2019,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,1,32030,East
9638,11/20/2019,177,Practical Books,215x265 Design,Hard,Chemistry,53,17661,North
9639,11/21/2019,6,Small Notebooks,190x155 Design,Hard,Four lines,17,27006,East
9640,11/21/2019,150,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),3,12637,South
9641,11/21/2019,91,A5 Notebooks,240x180 Design,Soft,Medium Square,49,29310,Central
9642,11/21/2019,68,A5 Notebooks,240x180 Design,Soft,Single Line,24,14940,Central
9643,11/21/2019,205,Spiral Book,297x210 Design,Spiral Book,Single Line,55,31613,South
9644,11/21/2019,208,Project Paper,280x220 Design,Project Paper,Single Line,59,24286,East
9645,11/21/2019,154,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,42,33917,South
9646,11/21/2019,71,A5 Notebooks,240x180 Design,Soft,Single Line,50,26589,Central
9647,11/21/2019,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,56,28893,West
9648,11/21/2019,188,Drawing Book,210x297 Design,Drawing Book,A4,8,21566,Central
9649,11/22/2019,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,46,31196,Central
9650,11/23/2019,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,15,23869,Central
9651,11/23/2019,50,Long (Soft),272x167 Design,Long (Soft),Single Line,29,16542,West
9652,11/23/2019,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),15,26173,West
9653,11/23/2019,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),11,18845,South
9654,11/23/2019,136,A4 Notebooks,297x210 Design,Soft,Unruled,3,21149,Central
9655,11/23/2019,63,A5 Notebooks,240x180 Design,Soft,Unruled,40,13821,South
9656,11/24/2019,70,A5 Notebooks,240x180 Design,Soft,Single Line,35,23452,North
9657,11/24/2019,186,Practical Books,215x265 Design,Hard,Computer,53,32798,Central
9658,11/24/2019,39,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,58,18428,West
9659,11/24/2019,13,Small Notebooks,190x155 Design,Soft,Single Line,47,11101,South
9660,11/24/2019,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,25,27774,Central
9661,11/24/2019,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,60,30077,West
9662,11/25/2019,142,A4 Notebooks,297x210 Design,Soft,Single Line,51,15708,North
9663,11/25/2019,16,Small Notebooks,190x155 Design,Soft,Four lines,60,32381,East
9664,11/25/2019,151,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,8,25054,South
9665,11/25/2019,85,A5 Notebooks,240x180 Design,Soft,Four lines,17,10684,North
9666,11/25/2019,134,A4 Notebooks,297x210 Design,Hard,Single Line,22,27357,Central
9667,11/26/2019,82,A5 Notebooks,240x180 Design,Soft,Four lines,51,20030,West
9668,11/26/2019,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),10,29660,West
9669,11/26/2019,167,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,31,22333,South
9670,11/26/2019,4,Small Notebooks,190x155 Design,Hard,Double line,44,24637,South
9671,11/26/2019,75,A5 Notebooks,240x180 Design,Soft,Double line,51,17309,West
9672,11/26/2019,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,23,26940,Central
9673,11/26/2019,135,A4 Notebooks,297x210 Design,Hard,Single Line,24,19613,South
9674,11/26/2019,141,A4 Notebooks,297x210 Design,Soft,Unruled,44,12286,South
9675,11/26/2019,137,A4 Notebooks,297x210 Design,Soft,Unruled,43,21916,West
9676,11/26/2019,135,A4 Notebooks,297x210 Design,Hard,Single Line,26,14589,North
9677,11/27/2019,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,15,24220,North
9678,11/27/2019,145,A4 Notebooks,297x210 Design,Soft,Single Line,18,33565,Central
9679,11/27/2019,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),14,19196,East
9680,11/27/2019,144,A4 Notebooks,297x210 Design,Soft,Single Line,48,11869,South
9681,11/27/2019,167,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,54,28541,Central
9682,11/27/2019,10,Small Notebooks,190x155 Design,Soft,Unruled,33,14172,Central
9683,11/27/2019,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),19,30845,South
9684,11/27/2019,78,A5 Notebooks,240x180 Design,Soft,Double line,59,16476,East
9685,11/28/2019,69,A5 Notebooks,240x180 Design,Soft,Single Line,52,33148,West
9686,11/28/2019,85,A5 Notebooks,240x180 Design,Soft,Four lines,2,11452,South
9687,11/28/2019,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,2,28125,East
9688,11/28/2019,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,25,20797,North
9689,11/28/2019,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,26,30428,Central
9690,11/28/2019,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,19,23101,South
9691,11/28/2019,95,A5 Notebooks,240x180 Design,Soft,Maths Ruled,58,32731,East
9692,11/28/2019,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,32,25404,Central
9693,11/28/2019,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,41,18077,North
9694,11/28/2019,13,Small Notebooks,190x155 Design,Soft,Single Line,30,20380,East
9695,11/28/2019,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,28,13053,West
9696,11/28/2019,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,15,22684,East
9697,11/28/2019,149,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),12,15357,East
9698,11/28/2019,150,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),5,24987,South
9699,11/29/2019,82,A5 Notebooks,240x180 Design,Soft,Four lines,39,17660,West
9700,11/29/2019,80,A5 Notebooks,240x180 Design,Soft,Three line,2,10333,East
9701,11/29/2019,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,55,12636,North
9702,11/29/2019,15,Small Notebooks,190x155 Design,Soft,Double line,37,29309,West
9703,11/29/2019,159,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,1,14940,Central
9704,11/29/2019,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),14,31612,East
9705,11/29/2019,204,Spiral Book,240x180 Design,Spiral Book,Single Line,47,17243,South
9706,11/29/2019,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,20,33916,South
9707,11/29/2019,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),46,26589,Central
9708,11/29/2019,149,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),15,12219,South
9709,11/29/2019,128,A5 Notebooks,240x180 Design,Soft (Brown),interleaf(UR+4 lines),44,21565,Central
9710,11/29/2019,83,A5 Notebooks,240x180 Design,Soft,Four lines,57,31196,North
9711,11/30/2019,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,48,23868,North
9712,11/30/2019,53,Long (Soft),272x167 Design,Long (Soft),Single Line,17,33499,West
9713,11/30/2019,133,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),45,26172,East
9714,11/30/2019,5,Small Notebooks,190x155 Design,Hard,Double line,5,18845,North
9715,11/30/2019,13,Small Notebooks,190x155 Design,Soft,Single Line,59,28475,Central
9716,11/30/2019,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,59,21148,Central
9717,11/30/2019,209,Project Paper,280x220 Design,Project Paper,Single Line,39,23451,West
9718,11/30/2019,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),24,16124,North
9719,11/30/2019,139,A4 Notebooks,297x210 Design,Soft,Unruled,18,25755,East
9720,11/30/2019,157,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,44,18428,Central
9721,12/1/2019,4,Small Notebooks,190x155 Design,Hard,Double line,8,11100,East
9722,12/1/2019,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,11,20731,East
9723,12/1/2019,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,19,13404,East
9724,12/1/2019,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,54,30077,East
9725,12/1/2019,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,4,32380,West
9726,12/1/2019,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),27,18011,South
9727,12/1/2019,17,Small Notebooks,190x155 Design,Soft,Four lines,5,10683,North
9728,12/1/2019,15,Small Notebooks,190x155 Design,Soft,Double line,23,27356,Central
9729,12/1/2019,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,56,29660,West
9730,12/1/2019,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,40,22332,Central
9731,12/1/2019,75,A5 Notebooks,240x180 Design,Soft,Double line,43,24636,West
9732,12/1/2019,69,A5 Notebooks,240x180 Design,Soft,Single Line,26,10267,North
9733,12/2/2019,75,A5 Notebooks,240x180 Design,Soft,Double line,56,26939,North
9734,12/2/2019,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,18,19612,North
9735,12/2/2019,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,59,29243,West
9736,12/2/2019,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,29,21916,Central
9737,12/2/2019,15,Small Notebooks,190x155 Design,Soft,Double line,20,14588,North
9738,12/2/2019,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,55,24219,West
9739,12/2/2019,186,Practical Books,215x265 Design,Hard,Computer,4,16892,East
9740,12/2/2019,187,Drawing Book,170x245 Design,Drawing Book,small,53,19195,West
9741,12/2/2019,66,A5 Notebooks,240x180 Design,Soft,Unruled,40,11868,West
9742,12/2/2019,125,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,8,21499,North
9743,12/2/2019,184,Practical Books,215x265 Design,Hard,Combined,6,14171,South
9744,12/2/2019,187,Drawing Book,170x245 Design,Drawing Book,small,35,30844,North
9745,12/2/2019,110,A5 Notebooks,240x180 Design,Soft (Brown),Double line,19,16475,West
9746,12/3/2019,182,Practical Books,215x265 Design,Hard,Physics,56,33148,Central
9747,12/3/2019,142,A4 Notebooks,297x210 Design,Soft,Single Line,58,18778,East
9748,12/3/2019,185,Practical Books,215x265 Design,Hard,Combined (Brown),52,11451,East
9749,12/3/2019,70,A5 Notebooks,240x180 Design,Soft,Single Line,45,13754,North
9750,12/3/2019,66,A5 Notebooks,240x180 Design,Soft,Unruled,6,30427,South
9751,12/3/2019,101,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,8,23100,Central
9752,12/3/2019,188,Drawing Book,210x297 Design,Drawing Book,A4,37,32731,East
9753,12/3/2019,190,Drawing Book,210x297 Design,Drawing Book,A4,33,25403,Central
9754,12/3/2019,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,12,11034,East
9755,12/3/2019,90,A5 Notebooks,240x180 Design,Soft,Medium Square,57,27707,North
9756,12/4/2019,150,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),15,20380,North
9757,12/4/2019,151,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,5,30010,North
9758,12/4/2019,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,38,15356,North
9759,12/4/2019,70,A5 Notebooks,240x180 Design,Soft,Single Line,8,24987,North
9760,12/4/2019,208,Project Paper,280x220 Design,Project Paper,Single Line,60,17659,South
9761,12/4/2019,91,A5 Notebooks,240x180 Design,Soft,Medium Square,13,27290,South
9762,12/4/2019,50,Long (Soft),272x167 Design,Long (Soft),Single Line,10,19963,Central
9763,12/4/2019,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),28,12635,North
9764,12/4/2019,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,48,22266,North
9765,12/5/2019,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,21,31612,East
9766,12/5/2019,195,Drawing Book,275x347 Design,Drawing Book,BIG,5,17242,Central
9767,12/5/2019,83,A5 Notebooks,240x180 Design,Soft,Four lines,10,33915,West
9768,12/5/2019,67,A5 Notebooks,240x180 Design,Soft,Single Line,25,19546,East
9769,12/5/2019,128,A5 Notebooks,240x180 Design,Soft (Brown),interleaf(UR+4 lines),30,12219,North
9770,12/5/2019,77,A5 Notebooks,240x180 Design,Soft,Double line,12,28891,North
9771,12/5/2019,128,A5 Notebooks,240x180 Design,Soft (Brown),interleaf(UR+4 lines),57,14522,South
9772,12/5/2019,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,50,23868,Central
9773,12/5/2019,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,54,33498,West
9774,12/6/2019,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,58,26171,West
9775,12/6/2019,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,41,11802,West
9776,12/6/2019,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,37,28474,South
9777,12/6/2019,76,A5 Notebooks,240x180 Design,Soft,Double line,3,21147,Central
9778,12/6/2019,101,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,22,30778,South
9779,12/6/2019,7,Small Notebooks,190x155 Design,Hard,Four lines,30,23451,Central
9780,12/6/2019,32,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,11,25754,North
9781,12/6/2019,57,Long (Brown),272x167 Brown,Long (Brown),Single Line,14,18427,East
9782,12/6/2019,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,59,28058,Central
9783,12/6/2019,147,A4 Notebooks,297x210 Design,Soft,Single Line,29,20730,Central
9784,12/6/2019,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,18,13403,South
9785,12/7/2019,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,37,23034,West
9786,12/7/2019,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),16,15706,South
9787,12/7/2019,65,A5 Notebooks,240x180 Design,Soft,Unruled,40,18010,North
9788,12/7/2019,75,A5 Notebooks,240x180 Design,Soft,Double line,18,10683,Central
9789,12/7/2019,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),45,20313,West
9790,12/7/2019,17,Small Notebooks,190x155 Design,Soft,Four lines,41,12986,North
9791,12/7/2019,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,25,29659,East
9792,12/7/2019,126,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,31,15290,East
9793,12/7/2019,81,A5 Notebooks,240x180 Design,Soft,Four lines,2,31962,East
9794,12/8/2019,77,A5 Notebooks,240x180 Design,Soft,Double line,54,10266,South
9795,12/8/2019,207,Project Paper,280x220 Design,Project Paper,Unruled,7,26939,East
9796,12/8/2019,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,14,12569,East
9797,12/8/2019,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,60,29242,North
9798,12/8/2019,202,Other Books,216x140 Design,A5 WIRO,Single Line,11,21915,East
9799,12/8/2019,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),18,31545,West
9800,12/9/2019,17,Small Notebooks,190x155 Design,Soft,Four lines,47,24218,West
9801,12/9/2019,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),16,26522,West
9802,12/9/2019,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,40,28825,West
9803,12/9/2019,141,A4 Notebooks,297x210 Design,Soft,Unruled,28,21498,East
9804,12/9/2019,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,35,14171,West
9805,12/9/2019,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,25,23801,West
9806,12/9/2019,187,Drawing Book,170x245 Design,Drawing Book,small,22,16474,East
9807,12/9/2019,60,A5 Notebooks,240x180 Design,Soft,Unruled,6,33147,South
9808,12/9/2019,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,33,18778,Central
9809,12/9/2019,42,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),16,11450,Central
9810,12/9/2019,65,A5 Notebooks,240x180 Design,Soft,Unruled,2,13754,East
9811,12/9/2019,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,4,30426,North
9812,12/10/2019,90,A5 Notebooks,240x180 Design,Soft,Medium Square,58,16057,East
9813,12/10/2019,185,Practical Books,215x265 Design,Hard,Combined (Brown),50,32730,West
9814,12/10/2019,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,2,25403,Central
9815,12/10/2019,61,A5 Notebooks,240x180 Design,Soft,Unruled,55,11033,North
9816,12/10/2019,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),50,27706,East
9817,12/10/2019,81,A5 Notebooks,240x180 Design,Soft,Four lines,52,13337,West
9818,12/10/2019,11,Small Notebooks,190x155 Design,Soft,Unruled,54,22682,North
9819,12/10/2019,188,Drawing Book,210x297 Design,Drawing Book,A4,6,32313,West
9820,12/10/2019,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,15,24986,North
9821,12/10/2019,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),15,17659,East
9822,12/11/2019,53,Long (Soft),272x167 Design,Long (Soft),Single Line,48,27289,North
9823,12/11/2019,5,Small Notebooks,190x155 Design,Hard,Double line,37,19962,North
9824,12/11/2019,146,A4 Notebooks,297x210 Design,Soft,Single Line,40,29593,South
9825,12/11/2019,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,10,22265,Central
9826,12/11/2019,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,26,24569,South
9827,12/11/2019,154,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,4,17242,South
9828,12/11/2019,86,A5 Notebooks,240x180 Design,Soft,Four lines,14,33914,South
9829,12/11/2019,150,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),52,19545,West
9830,12/11/2019,73,A5 Notebooks,240x180 Design,Soft,Single Line,42,12218,East
9831,12/11/2019,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,18,21849,Central
9832,12/11/2019,133,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),19,14521,Central
9833,12/11/2019,49,Long (Soft),272x167 Design,Long (Soft),Unruled,17,16825,North
9834,12/11/2019,8,Small Notebooks,190x155 Design,Hard,Maths Ruled,25,33497,West
9835,12/12/2019,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),11,26170,North
9836,12/12/2019,134,A4 Notebooks,297x210 Design,Hard,Single Line,45,11801,North
9837,12/12/2019,201,Other Books,176x250 Design,B5 WIRO,Single Line,7,28474,East
9838,12/12/2019,86,A5 Notebooks,240x180 Design,Soft,Four lines,51,14104,North
9839,12/12/2019,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,38,30777,East
9840,12/12/2019,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,47,23450,East
9841,12/12/2019,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,57,33081,South
9842,12/12/2019,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,43,18426,Central
9843,12/12/2019,98,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),25,28057,West
9844,12/12/2019,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,26,20730,North
